session,title,keys,file_path,file_type
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00752_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00841_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00782_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00826_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00869_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00884_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00857_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00878_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00767_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00820_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00808_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00752_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00753_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00865_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00797_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00763_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00765_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00852_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00786_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00886_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00854_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00786_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00870_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00753_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00774_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00831_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00757_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00817_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00884_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00781_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00883_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00783_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00886_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00877_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00789_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00871_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00782_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00861_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00787_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00785_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00862_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00778_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00802_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00798_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00751_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00868_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00881_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00887_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00828_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00860_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00766_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00851_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00871_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00819_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00811_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00833_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00854_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00853_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00749_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00863_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00816_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00788_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00843_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00849_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00748_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00755_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00818_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00872_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00830_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00794_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00837_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00839_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00768_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00754_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00851_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00874_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00830_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00869_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00767_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00821_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00762_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00876_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00872_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00770_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00824_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00882_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00817_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00803_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00873_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00826_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00772_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00804_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00846_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00827_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00839_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00779_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00845_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00760_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00788_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00769_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00867_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00835_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00756_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00780_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00847_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00870_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00775_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00863_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00766_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00866_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00833_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00849_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00776_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00838_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00825_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00777_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00864_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00790_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00762_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00887_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00877_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00803_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00828_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00844_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00836_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00804_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00859_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00857_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00812_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00841_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00764_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00850_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00883_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00879_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00769_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00818_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00864_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00885_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00785_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00771_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00827_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00876_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00846_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00867_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00868_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00837_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00823_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00781_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00754_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00845_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00755_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00798_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00861_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00856_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00759_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00800_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00756_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00881_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00812_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_eiger2_00859_azim.h5,unknown
ESRF March ID02 2023,Brush062022_2_10_150_1m,,\\Synology\Data\2023\ESRF March ID02 2023\cc10_data-20230310-105100\cc10_waxs_00797_azim.h5,unknown
