session,title,keys,file_path
IHSC_1872,PDMS_g_P3HT_12perc_CHCl3_stretch_secondsam_Base_23_5mm,PDMS|g|P3HT|12perc|CHCl3|stretch|secondsam|Base|23|5mm,E:\sessions\IHSC_1872\PDMS_g_P3HT_12perc_CHCl3_stretch_secondsam\PDMS_g_P3HT_12perc_CHCl3_stretch_secondsam_Base_23_5mm\WAXS\PDMS_g_P3HT_12perc_CHCl3_stretch_secondsam_Base_23_5mm_WAXS_0000.edf
IHSC_1872,PDMS_g_P3HT_12perc_CHCl3_stretch_secondsam_Base_25mm,PDMS|g|P3HT|12perc|CHCl3|stretch|secondsam|Base|25mm,E:\sessions\IHSC_1872\PDMS_g_P3HT_12perc_CHCl3_stretch_secondsam\PDMS_g_P3HT_12perc_CHCl3_stretch_secondsam_Base_25mm\WAXS\PDMS_g_P3HT_12perc_CHCl3_stretch_secondsam_Base_25mm_WAXS_0000.edf
IHSC_1872,PDMS_g_P3HT_12perc_CHCl3_stretch_secondsam_Base_26_5mm,PDMS|g|P3HT|12perc|CHCl3|stretch|secondsam|Base|26|5mm,E:\sessions\IHSC_1872\PDMS_g_P3HT_12perc_CHCl3_stretch_secondsam\PDMS_g_P3HT_12perc_CHCl3_stretch_secondsam_Base_26_5mm\WAXS\PDMS_g_P3HT_12perc_CHCl3_stretch_secondsam_Base_26_5mm_WAXS_0000.edf
IHSC_1872,PDMS_g_P3HT_12perc_CHCl3_stretch_bis_Base_17mm,PDMS|g|P3HT|12perc|CHCl3|stretch|bis|Base|17mm,E:\sessions\IHSC_1872\PDMS_g_P3HT_12perc_CHCl3_stretch_bis\PDMS_g_P3HT_12perc_CHCl3_stretch_bis_Base_17mm\WAXS\PDMS_g_P3HT_12perc_CHCl3_stretch_bis_Base_17mm_WAXS_0000.edf
IHSC_1872,PDMS_g_P3HT_12perc_CHCl3_stretch_bis_Base_18_5mm,PDMS|g|P3HT|12perc|CHCl3|stretch|bis|Base|18|5mm,E:\sessions\IHSC_1872\PDMS_g_P3HT_12perc_CHCl3_stretch_bis\PDMS_g_P3HT_12perc_CHCl3_stretch_bis_Base_18_5mm\WAXS\PDMS_g_P3HT_12perc_CHCl3_stretch_bis_Base_18_5mm_WAXS_0000.edf
IHSC_1872,PDMS_g_P3HT_12perc_CHCl3_stretch_bis_Base_20mm,PDMS|g|P3HT|12perc|CHCl3|stretch|bis|Base|20mm,E:\sessions\IHSC_1872\PDMS_g_P3HT_12perc_CHCl3_stretch_bis\PDMS_g_P3HT_12perc_CHCl3_stretch_bis_Base_20mm\WAXS\PDMS_g_P3HT_12perc_CHCl3_stretch_bis_Base_20mm_WAXS_0000.edf
IHSC_1872,PDMS_g_P3HT_12perc_CHCl3_stretch_Base_23mm,PDMS|g|P3HT|12perc|CHCl3|stretch|Base|23mm,E:\sessions\IHSC_1872\PDMS_g_P3HT_12perc_CHCl3_stretch\PDMS_g_P3HT_12perc_CHCl3_stretch_Base_23mm\WAXS\PDMS_g_P3HT_12perc_CHCl3_stretch_Base_23mm_WAXS_0000.edf
IHSC_1872,PDMS_g_P3HT_12perc_CHCl3_stretch_Base_25mm,PDMS|g|P3HT|12perc|CHCl3|stretch|Base|25mm,E:\sessions\IHSC_1872\PDMS_g_P3HT_12perc_CHCl3_stretch\PDMS_g_P3HT_12perc_CHCl3_stretch_Base_25mm\WAXS\PDMS_g_P3HT_12perc_CHCl3_stretch_Base_25mm_WAXS_0000.edf
IHSC_1872,PDMS_g_P3HT_12perc_CHCl3_stretch_Base_27mm,PDMS|g|P3HT|12perc|CHCl3|stretch|Base|27mm,E:\sessions\IHSC_1872\PDMS_g_P3HT_12perc_CHCl3_stretch\PDMS_g_P3HT_12perc_CHCl3_stretch_Base_27mm\WAXS\PDMS_g_P3HT_12perc_CHCl3_stretch_Base_27mm_WAXS_0000.edf
IHSC_1872,PBTT_O3O5_Ht_1_4m_270C_10Kpm,PBTT|O3O5|Ht|1|4m|270C|10Kpm,E:\sessions\IHSC_1872\PBTT_O3O5\PBTT_O3O5_Ht_1_4m_270C_10Kpm\WAXS\PBTT_O3O5_Ht_1_4m_270C_10Kpm_WAXS_0000.edf
IHSC_1872,PB12PDMS_1_MODIF_static,PB12PDMS|1|MODIF|static,E:\sessions\IHSC_1872\PB12PDMS_1_MODIF\PB12PDMS_1_MODIF_static\WAXS\PB12PDMS_1_MODIF_static_WAXS_0000.edf
IHSC_1872,P50_3_melted_exsitu_200C_RT_measurement,P50|3|melted|exsitu|200C|RT|measurement,E:\sessions\IHSC_1872\P50_3_melted_exsitu_200C\P50_3_melted_exsitu_200C_RT_measurement\WAXS\P50_3_melted_exsitu_200C_RT_measurement_WAXS_0000.edf
IHSC_1872,P50_3_melted_exsitu_ht_150C_10Kpm_heat,P50|3|melted|exsitu|ht|150C|10Kpm|heat,E:\sessions\IHSC_1872\P50_3_melted_exsitu\P50_3_melted_exsitu_ht_150C_10Kpm_heat\WAXS\P50_3_melted_exsitu_ht_150C_10Kpm_heat_WAXS_0000.edf
IHSC_1872,P50_3_Blend_1_9_Ht_150C_10Kpm,P50|3|Blend|1|9|Ht|150C|10Kpm,E:\sessions\IHSC_1872\P50_3_Blend_1_9\P50_3_Blend_1_9_Ht_150C_10Kpm\WAXS\P50_3_Blend_1_9_Ht_150C_10Kpm_WAXS_0000.edf
IHSC_1872,P50_3_Blend_1_5_secondtry_Ht_180C_10Kpm,P50|3|Blend|1|5|secondtry|Ht|180C|10Kpm,E:\sessions\IHSC_1872\P50_3_Blend_1_5_secondtry\P50_3_Blend_1_5_secondtry_Ht_180C_10Kpm\WAXS\P50_3_Blend_1_5_secondtry_Ht_180C_10Kpm_WAXS_0000.edf
IHSC_1872,P50_3_Blend_1_5_Ht_200C_10Kpm,P50|3|Blend|1|5|Ht|200C|10Kpm,E:\sessions\IHSC_1872\P50_3_Blend_1_5\P50_3_Blend_1_5_Ht_200C_10Kpm\WAXS\P50_3_Blend_1_5_Ht_200C_10Kpm_WAXS_0000.edf
IHSC_1872,P50_3_Blend_1_3_Ht_200C_10Kpm,P50|3|Blend|1|3|Ht|200C|10Kpm,E:\sessions\IHSC_1872\P50_3_Blend_1_3\P50_3_Blend_1_3_Ht_200C_10Kpm\WAXS\P50_3_Blend_1_3_Ht_200C_10Kpm_WAXS_0000.edf
IHSC_1872,P50_3_Blend_1_1_Ht_200C_10Kpm,P50|3|Blend|1|1|Ht|200C|10Kpm,E:\sessions\IHSC_1872\P50_3_Blend_1_1\P50_3_Blend_1_1_Ht_200C_10Kpm\WAXS\P50_3_Blend_1_1_Ht_200C_10Kpm_WAXS_0000.edf
IHSC_1872,P50_3_bis_ht_125C_10Kpm_secheat,P50|3|bis|ht|125C|10Kpm|secheat,E:\sessions\IHSC_1872\P50_3\P50_3_bis_ht_125C_10Kpm_secheat\WAXS\P50_3_bis_ht_125C_10Kpm_secheat_WAXS_0000.edf
IHSC_1872,P50_3_bis_ht_200C_10Kpm,P50|3|bis|ht|200C|10Kpm,E:\sessions\IHSC_1872\P50_3\P50_3_bis_ht_200C_10Kpm\WAXS\P50_3_bis_ht_200C_10Kpm_WAXS_0000.edf
IHSC_1872,P50_3_ht_140C_200_10Kpm,P50|3|ht|140C|200|10Kpm,E:\sessions\IHSC_1872\P50_3\P50_3_ht_140C_200_10Kpm\WAXS\P50_3_ht_140C_200_10Kpm_WAXS_0000.edf
IHSC_1872,P50_3_ht_150C_10Kpm,P50|3|ht|150C|10Kpm,E:\sessions\IHSC_1872\P50_3\P50_3_ht_150C_10Kpm\WAXS\P50_3_ht_150C_10Kpm_WAXS_0000.edf
IHSC_1872,P20_Blend_1_9_Ht_180C_10Kpm,P20|Blend|1|9|Ht|180C|10Kpm,E:\sessions\IHSC_1872\P20_Blend_1_9\P20_Blend_1_9_Ht_180C_10Kpm\WAXS\P20_Blend_1_9_Ht_180C_10Kpm_WAXS_0000.edf
IHSC_1872,P20_Blend_1_5_Ht_180C_10Kpm,P20|Blend|1|5|Ht|180C|10Kpm,E:\sessions\IHSC_1872\P20_Blend_1_5\P20_Blend_1_5_Ht_180C_10Kpm\WAXS\P20_Blend_1_5_Ht_180C_10Kpm_WAXS_0000.edf
IHSC_1872,P20_Blend_1_3_Ht_200C_10Kpm,P20|Blend|1|3|Ht|200C|10Kpm,E:\sessions\IHSC_1872\P20_Blend_1_3\P20_Blend_1_3_Ht_200C_10Kpm\WAXS\P20_Blend_1_3_Ht_200C_10Kpm_WAXS_0000.edf
IHSC_1872,P20_Blend_1_1_Ht_200C_10Kpm,P20|Blend|1|1|Ht|200C|10Kpm,E:\sessions\IHSC_1872\P20_Blend_1_1\P20_Blend_1_1_Ht_200C_10Kpm\WAXS\P20_Blend_1_1_Ht_200C_10Kpm_WAXS_0000.edf
IHSC_1872,P20_ht_180C_10Kpm_heat,P20|ht|180C|10Kpm|heat,E:\sessions\IHSC_1872\P20\P20_ht_180C_10Kpm_heat\WAXS\P20_ht_180C_10Kpm_heat_WAXS_0000.edf
IHSC_1872,P1_CHCl3_static,P1|CHCl3|static,E:\sessions\IHSC_1872\P1_CHCl3\P1_CHCl3_static\WAXS\P1_CHCl3_static_WAXS_0000.edf
IHSC_1872,P10_Blend_1_9_Ht_180C_10Kpm,P10|Blend|1|9|Ht|180C|10Kpm,E:\sessions\IHSC_1872\P10_Blend_1_9\P10_Blend_1_9_Ht_180C_10Kpm\WAXS\P10_Blend_1_9_Ht_180C_10Kpm_WAXS_0000.edf
IHSC_1872,P10_Blend_1_5_Ht_180C_10Kpm,P10|Blend|1|5|Ht|180C|10Kpm,E:\sessions\IHSC_1872\P10_Blend_1_5\P10_Blend_1_5_Ht_180C_10Kpm\WAXS\P10_Blend_1_5_Ht_180C_10Kpm_WAXS_0000.edf
IHSC_1872,P10_Blend_1_3_Ht_180C_10Kpm,P10|Blend|1|3|Ht|180C|10Kpm,E:\sessions\IHSC_1872\P10_Blend_1_3\P10_Blend_1_3_Ht_180C_10Kpm\WAXS\P10_Blend_1_3_Ht_180C_10Kpm_WAXS_0000.edf
IHSC_1872,P10_Blend_1_1_Ht_180C_10Kpm,P10|Blend|1|1|Ht|180C|10Kpm,E:\sessions\IHSC_1872\P10_Blend_1_1\P10_Blend_1_1_Ht_180C_10Kpm\WAXS\P10_Blend_1_1_Ht_180C_10Kpm_WAXS_0000.edf
IHSC_1872,P100_ht_150C_10Kpm_secondheat,P100|ht|150C|10Kpm|secondheat,E:\sessions\IHSC_1872\P100\P100_ht_150C_10Kpm_secondheat\WAXS\P100_ht_150C_10Kpm_secondheat_WAXS_0000.edf
IHSC_1872,P100_ht_250C_10Kpm,P100|ht|250C|10Kpm,E:\sessions\IHSC_1872\P100\P100_ht_250C_10Kpm\WAXS\P100_ht_250C_10Kpm_WAXS_0000.edf
IHSC_1872,P10_ht_180C_10Kpm_heat,P10|ht|180C|10Kpm|heat,E:\sessions\IHSC_1872\P10\P10_ht_180C_10Kpm_heat\WAXS\P10_ht_180C_10Kpm_heat_WAXS_0000.edf
IHSC_1872,OB451_Ht_275C_10Kpm,OB451|Ht|275C|10Kpm,E:\sessions\IHSC_1872\OB451\OB451_Ht_275C_10Kpm\WAXS\OB451_Ht_275C_10Kpm_WAXS_0000.edf
IHSC_1872,NPDMS_80perc_melt_static_1_4m,NPDMS|80perc|melt|static|1|4m,E:\sessions\IHSC_1872\NPDMS_80perc_melt\NPDMS_80perc_melt_static_1_4m\WAXS\NPDMS_80perc_melt_static_1_4m_WAXS_0000.edf
IHSC_1872,NPDMS_50perc_melt_static_1_4m,NPDMS|50perc|melt|static|1|4m,E:\sessions\IHSC_1872\NPDMS_50perc_melt\NPDMS_50perc_melt_static_1_4m\WAXS\NPDMS_50perc_melt_static_1_4m_WAXS_0000.edf
IHSC_1872,NPDMS_100perc_melt_static_1_4m,NPDMS|100perc|melt|static|1|4m,E:\sessions\IHSC_1872\NPDMS_100perc_melt\NPDMS_100perc_melt_static_1_4m\WAXS\NPDMS_100perc_melt_static_1_4m_WAXS_0000.edf
IHSC_1872,NOH_Zero_perc_melt_static_1_4m,NOH|Zero|perc|melt|static|1|4m,E:\sessions\IHSC_1872\NOH_Zero_perc_melt\NOH_Zero_perc_melt_static_1_4m\WAXS\NOH_Zero_perc_melt_static_1_4m_WAXS_0000.edf
IHSC_1872,NOH_80perc_melt_static_1_4m,NOH|80perc|melt|static|1|4m,E:\sessions\IHSC_1872\NOH_80perc_melt\NOH_80perc_melt_static_1_4m\WAXS\NOH_80perc_melt_static_1_4m_WAXS_0000.edf
IHSC_1872,NOH_50perc_melt_static_1_4m,NOH|50perc|melt|static|1|4m,E:\sessions\IHSC_1872\NOH_50perc_melt\NOH_50perc_melt_static_1_4m\WAXS\NOH_50perc_melt_static_1_4m_WAXS_0000.edf
IHSC_1872,NOH_100perc_melt_static_1_4m,NOH|100perc|melt|static|1|4m,E:\sessions\IHSC_1872\NOH_100perc_melt\NOH_100perc_melt_static_1_4m\WAXS\NOH_100perc_melt_static_1_4m_WAXS_0000.edf
IHSC_1872,NOH_100perc_hexane_second_Solution_0_6perc,NOH|100perc|hexane|second|Solution|0|6perc,E:\sessions\IHSC_1872\NOH_100perc_hexane_second\NOH_100perc_hexane_second_Solution_0_6perc\WAXS\NOH_100perc_hexane_second_Solution_0_6perc_WAXS_0000.edf
IHSC_1872,NOH_100perc_hexane_Hexane_pure,NOH|100perc|hexane|Hexane|pure,E:\sessions\IHSC_1872\NOH_100perc_hexane\NOH_100perc_hexane_Hexane_pure\WAXS\NOH_100perc_hexane_Hexane_pure_WAXS_0000.edf
IHSC_1872,NOH_100perc_hexane_Solution_1_25perc,NOH|100perc|hexane|Solution|1|25perc,E:\sessions\IHSC_1872\NOH_100perc_hexane\NOH_100perc_hexane_Solution_1_25perc\WAXS\NOH_100perc_hexane_Solution_1_25perc_WAXS_0000.edf
IHSC_1872,NOH_100perc_hexane_Solution_2_5perc,NOH|100perc|hexane|Solution|2|5perc,E:\sessions\IHSC_1872\NOH_100perc_hexane\NOH_100perc_hexane_Solution_2_5perc\WAXS\NOH_100perc_hexane_Solution_2_5perc_WAXS_0000.edf
IHSC_1872,NOH_0perc_hexane_second_Solution_0_6perc,NOH|0perc|hexane|second|Solution|0|6perc,E:\sessions\IHSC_1872\NOH_0perc_hexane_second\NOH_0perc_hexane_second_Solution_0_6perc\WAXS\NOH_0perc_hexane_second_Solution_0_6perc_WAXS_0000.edf
IHSC_1872,NOH_0perc_hexane_Solution_1_25perc,NOH|0perc|hexane|Solution|1|25perc,E:\sessions\IHSC_1872\NOH_0perc_hexane\NOH_0perc_hexane_Solution_1_25perc\WAXS\NOH_0perc_hexane_Solution_1_25perc_WAXS_0000.edf
IHSC_1872,NOH_0perc_hexane_Solution_2_5perc,NOH|0perc|hexane|Solution|2|5perc,E:\sessions\IHSC_1872\NOH_0perc_hexane\NOH_0perc_hexane_Solution_2_5perc\WAXS\NOH_0perc_hexane_Solution_2_5perc_WAXS_0000.edf
IHSC_1872,new1_chloro_static,new1|chloro|static,E:\sessions\IHSC_1872\new1_chloro\new1_chloro_static\WAXS\new1_chloro_static_WAXS_0000.edf
IHSC_1872,Linkam_EmptyCell_1_4m_Exposure_12sec,Linkam|EmptyCell|1|4m|Exposure|12sec,E:\sessions\IHSC_1872\Linkam_EmptyCell_1_4m\Linkam_EmptyCell_1_4m_Exposure_12sec\WAXS\Linkam_EmptyCell_1_4m_Exposure_12sec_WAXS_0000.edf
IHSC_1872,Linkam_EmptyCell_1_4m_Exposure_6sec,Linkam|EmptyCell|1|4m|Exposure|6sec,E:\sessions\IHSC_1872\Linkam_EmptyCell_1_4m\Linkam_EmptyCell_1_4m_Exposure_6sec\WAXS\Linkam_EmptyCell_1_4m_Exposure_6sec_WAXS_0000.edf
IHSC_1872,LaB6_1p4m_12keV,LaB6|1p4m|12keV,E:\sessions\IHSC_1872\LaB6\LaB6_1p4m_12keV\WAXS\LaB6_1p4m_12keV_WAXS_0000.edf
IHSC_1872,JJ_9_static,JJ|9|static,E:\sessions\IHSC_1872\JJ_9\JJ_9_static\WAXS\JJ_9_static_WAXS_0000.edf
IHSC_1872,JJ_8_static,JJ|8|static,E:\sessions\IHSC_1872\JJ_8\JJ_8_static\WAXS\JJ_8_static_WAXS_0000.edf
IHSC_1872,JJ_7_static,JJ|7|static,E:\sessions\IHSC_1872\JJ_7\JJ_7_static\WAXS\JJ_7_static_WAXS_0000.edf
IHSC_1872,JJ_6_static,JJ|6|static,E:\sessions\IHSC_1872\JJ_6\JJ_6_static\WAXS\JJ_6_static_WAXS_0000.edf
IHSC_1872,JJ_5_static,JJ|5|static,E:\sessions\IHSC_1872\JJ_5\JJ_5_static\WAXS\JJ_5_static_WAXS_0000.edf
IHSC_1872,JJ_4_static,JJ|4|static,E:\sessions\IHSC_1872\JJ_4\JJ_4_static\WAXS\JJ_4_static_WAXS_0000.edf
IHSC_1872,JJ_3_static,JJ|3|static,E:\sessions\IHSC_1872\JJ_3\JJ_3_static\WAXS\JJ_3_static_WAXS_0000.edf
IHSC_1872,JJ_20_static,JJ|20|static,E:\sessions\IHSC_1872\JJ_20\JJ_20_static\WAXS\JJ_20_static_WAXS_0000.edf
IHSC_1872,JJ_2_static,JJ|2|static,E:\sessions\IHSC_1872\JJ_2\JJ_2_static\WAXS\JJ_2_static_WAXS_0000.edf
IHSC_1872,JJ_19_static,JJ|19|static,E:\sessions\IHSC_1872\JJ_19\JJ_19_static\WAXS\JJ_19_static_WAXS_0000.edf
IHSC_1872,JJ_18_static,JJ|18|static,E:\sessions\IHSC_1872\JJ_18\JJ_18_static\WAXS\JJ_18_static_WAXS_0000.edf
IHSC_1872,JJ_17_static,JJ|17|static,E:\sessions\IHSC_1872\JJ_17\JJ_17_static\WAXS\JJ_17_static_WAXS_0000.edf
IHSC_1872,JJ_16_static,JJ|16|static,E:\sessions\IHSC_1872\JJ_16\JJ_16_static\WAXS\JJ_16_static_WAXS_0000.edf
IHSC_1872,JJ_15_static,JJ|15|static,E:\sessions\IHSC_1872\JJ_15\JJ_15_static\WAXS\JJ_15_static_WAXS_0000.edf
IHSC_1872,JJ_14_static,JJ|14|static,E:\sessions\IHSC_1872\JJ_14\JJ_14_static\WAXS\JJ_14_static_WAXS_0000.edf
IHSC_1872,JJ_13_static,JJ|13|static,E:\sessions\IHSC_1872\JJ_13\JJ_13_static\WAXS\JJ_13_static_WAXS_0000.edf
IHSC_1872,JJ_12_static,JJ|12|static,E:\sessions\IHSC_1872\JJ_12\JJ_12_static\WAXS\JJ_12_static_WAXS_0000.edf
IHSC_1872,JJ_11_static,JJ|11|static,E:\sessions\IHSC_1872\JJ_11\JJ_11_static\WAXS\JJ_11_static_WAXS_0000.edf
IHSC_1872,JJ_10_static,JJ|10|static,E:\sessions\IHSC_1872\JJ_10\JJ_10_static\WAXS\JJ_10_static_WAXS_0000.edf
IHSC_1872,JJ_1_static,JJ|1|static,E:\sessions\IHSC_1872\JJ_1\JJ_1_static\WAXS\JJ_1_static_WAXS_0000.edf
IHSC_1872,CuPE_3perc_1_4m_beforetrans_AfterCool_to_RT_from190C,CuPE|3perc|1|4m|beforetrans|AfterCool|to|RT|from190C,E:\sessions\IHSC_1872\CuPE_3perc_1_4m_beforetrans\CuPE_3perc_1_4m_beforetrans_AfterCool_to_RT_from190C\WAXS\CuPE_3perc_1_4m_beforetrans_AfterCool_to_RT_from190C_WAXS_0000.edf
IHSC_1872,CuPE_3perc_1_4m_beforetrans_Ht_190C_10Kpm,CuPE|3perc|1|4m|beforetrans|Ht|190C|10Kpm,E:\sessions\IHSC_1872\CuPE_3perc_1_4m_beforetrans\CuPE_3perc_1_4m_beforetrans_Ht_190C_10Kpm\WAXS\CuPE_3perc_1_4m_beforetrans_Ht_190C_10Kpm_WAXS_0000.edf
IHSC_1872,CuPE_3perc_1_4m_beforetrans_Isoth_190C,CuPE|3perc|1|4m|beforetrans|Isoth|190C,E:\sessions\IHSC_1872\CuPE_3perc_1_4m_beforetrans\CuPE_3perc_1_4m_beforetrans_Isoth_190C\WAXS\CuPE_3perc_1_4m_beforetrans_Isoth_190C_WAXS_0000.edf
IHSC_1872,CuPE_3perc_1_4m_aftertrans_bis_RT_measurement,CuPE|3perc|1|4m|aftertrans|bis|RT|measurement,E:\sessions\IHSC_1872\CuPE_3perc_1_4m_aftertrans_bis\CuPE_3perc_1_4m_aftertrans_bis_RT_measurement\WAXS\CuPE_3perc_1_4m_aftertrans_bis_RT_measurement_WAXS_0000.edf
IHSC_1872,CuPE_3perc_1_4m_aftertrans_RT_measurement,CuPE|3perc|1|4m|aftertrans|RT|measurement,E:\sessions\IHSC_1872\CuPE_3perc_1_4m_aftertrans\CuPE_3perc_1_4m_aftertrans_RT_measurement\WAXS\CuPE_3perc_1_4m_aftertrans_RT_measurement_WAXS_0000.edf
IHSC_1872,CuPE_0_5perc_1_4m_beforetrans_Ht_190C_10Kpm,CuPE|0|5perc|1|4m|beforetrans|Ht|190C|10Kpm,E:\sessions\IHSC_1872\CuPE_0_5perc_1_4m_beforetrans\CuPE_0_5perc_1_4m_beforetrans_Ht_190C_10Kpm\WAXS\CuPE_0_5perc_1_4m_beforetrans_Ht_190C_10Kpm_WAXS_0000.edf
IHSC_1872,CuPE_0_5perc_1_4m_beforetrans_Isoth_190C_30min,CuPE|0|5perc|1|4m|beforetrans|Isoth|190C|30min,E:\sessions\IHSC_1872\CuPE_0_5perc_1_4m_beforetrans\CuPE_0_5perc_1_4m_beforetrans_Isoth_190C_30min\WAXS\CuPE_0_5perc_1_4m_beforetrans_Isoth_190C_30min_WAXS_0000.edf
IHSC_1872,CuPE_0_5perc_1_4m_beforetrans_Isoth_25C_after_190C,CuPE|0|5perc|1|4m|beforetrans|Isoth|25C|after|190C,E:\sessions\IHSC_1872\CuPE_0_5perc_1_4m_beforetrans\CuPE_0_5perc_1_4m_beforetrans_Isoth_25C_after_190C\WAXS\CuPE_0_5perc_1_4m_beforetrans_Isoth_25C_after_190C_WAXS_0000.edf
IHSC_1872,CuPE_0_5perc_1_4m_aftertrans_RT_measurement,CuPE|0|5perc|1|4m|aftertrans|RT|measurement,E:\sessions\IHSC_1872\CuPE_0_5perc_1_4m_aftertrans\CuPE_0_5perc_1_4m_aftertrans_RT_measurement\WAXS\CuPE_0_5perc_1_4m_aftertrans_RT_measurement_WAXS_0000.edf
IHSC_1872,B12SD_4_MODIF_static,B12SD|4|MODIF|static,E:\sessions\IHSC_1872\B12SD_4_MODIF\B12SD_4_MODIF_static\WAXS\B12SD_4_MODIF_static_WAXS_0000.edf
IHSC_1872,B12SD_3_MODIF_static,B12SD|3|MODIF|static,E:\sessions\IHSC_1872\B12SD_3_MODIF\B12SD_3_MODIF_static\WAXS\B12SD_3_MODIF_static_WAXS_0000.edf
IHSC_1872,B12SD_2_MODIF_static,B12SD|2|MODIF|static,E:\sessions\IHSC_1872\B12SD_2_MODIF\B12SD_2_MODIF_static\WAXS\B12SD_2_MODIF_static_WAXS_0000.edf
IHSC_1872,Air_3m_12keV,Air|3m|12keV,E:\sessions\IHSC_1872\Air\Air_3m_12keV\WAXS\Air_3m_12keV_WAXS_0000.edf
IHSC_1872,AgBh_1p4m_12keV,AgBh|1p4m|12keV,E:\sessions\IHSC_1872\AgBh\AgBh_1p4m_12keV\WAXS\AgBh_1p4m_12keV_WAXS_0000.edf
IHSC_1872,AgBh_3m_12keV_capil,AgBh|3m|12keV|capil,E:\sessions\IHSC_1872\AgBh\AgBh_3m_12keV_capil\WAXS\AgBh_3m_12keV_capil_WAXS_0000.edf
IHSC_1872,15_11_6_arm_static,15|11|6|arm|static,E:\sessions\IHSC_1872\15_11_6_arm\15_11_6_arm_static\WAXS\15_11_6_arm_static_WAXS_0000.edf
sc5665,PCL_M4_20ms_1m_1,PCL|M4|20ms|1m|1,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00101_00_ave.h5
sc5665,EAK_UB_20ms_1_1m,EAK|UB|20ms|1|1m,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00235_00_ave.h5
sc5665,BA2MA2Sv3I10_0_7M_20ms_5m,BA2MA2Sv3I10|0|7M|20ms|5m,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00397_00_ave.h5
sc5665,M3PEG_PCL_15perc_20ms_1_1m,M3PEG|PCL|15perc|20ms|1|1m,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00456_00_ave.h5
sc5665,EAK_0_6B_100ms_1_1m_T=135C,EAK|0|6B|100ms|1|1m|T=135C,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00272_00_ave.h5
sc5665,BA2SvI4_0_7M_20ms_5m,BA2SvI4|0|7M|20ms|5m,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00380_00_ave.h5
sc5665,NOH_NG_6_Melt_20ms_1_1m,NOH|NG|6|Melt|20ms|1|1m,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00206_00_ave.h5
sc5665,PDMS_P3HT_5perc_4_1_20ms_1_1m,PDMS|P3HT|5perc|4|1|20ms|1|1m,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00487_00_ave.h5
sc5665,NOH_NG_4_Melt_20ms_1_1m,NOH|NG|4|Melt|20ms|1|1m,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00197_00_ave.h5
sc5665,M3_PEG_20perc_100ms_30C_nobeam,M3|PEG|20perc|100ms|30C|nobeam,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00060_00_ave.h5
sc5665,Denis_Li_Gu_Plasma_20ms_50micrRhodiumfilter_1_1m,Denis|Li|Gu|Plasma|20ms|50micrRhodiumfilter|1|1m,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00562_00_ave.h5
sc5665,Sorin_EC3_20ms_1_1m,Sorin|EC3|20ms|1|1m,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00703_00_ave.h5
sc5665,SvI2_0_4M_20ms_5m,SvI2|0|4M|20ms|5m,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00363_00_ave.h5
sc5665,PDMS_P3HT_5perc_Chloroform_100ms_1_1m,PDMS|P3HT|5perc|Chloroform|100ms|1|1m,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00501_00_ave.h5
sc5665,PDMS_P3HT_12perc_Chloroform_100ms_1_1m,PDMS|P3HT|12perc|Chloroform|100ms|1|1m,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00525_00_ave.h5
sc5665,SB02_20ms_5m,SB02|20ms|5m,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00551_00_ave.h5
sc5665,PDMS_P3HT_5perc_Chloroform_20ms_1_1m,PDMS|P3HT|5perc|Chloroform|20ms|1|1m,E:\sessions\sc5665\id02\20250404\PROCESSED_DATA\PEG\PEG_20250405-141744\PEG_eiger2_00500_00_ave.h5
